timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-16T13:16:44,exp1_full_experiment,81c90d0d-e1cd-495b-83ad-c12baf348bb1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.08010258898139,0.00016387025835014235,0.00015171730909809513,45.10126903500001,1116.3136022525775,70.0,6.669041757021938e-06,0.0003205933121535054,1.0341599904414681e-05,0.000337603953814942,Japan,JPN,ishikawa,,,Linux-5.15.0-119-generic-x86_64-with-glibc2.35,3.11.13,3.0.4,128,AMD EPYC 7713 64-Core Processor,8,8 x NVIDIA A100-SXM4-80GB,136.6145,36.5995,2003.9014587402344,machine,N,1.0
